Applicant_ID,Age,Gender,Race/Ethnicity,Sexual_Orientation,Religion,Marital_Status,Socioeconomic_Status,Education_Level,Years_of_Experience,Industry,Job_Position_Applied_For,Application_Status,Salary_Offer,Interview_Feedback_Score,Referral_Status
0428,23,Female,Other,Heterosexual,Non-religious,Single,Low,Bachelor's,28,Manufacturing,Senior-Level,Rejected,,10,No
0429,30,Female,Mixed,LGBTQ+,Hindu,Divorced,Middle,Master's,5,Manufacturing,Entry-Level,Rejected,,3,No
0430,21,Non-Binary,Native American,Heterosexual,Christian,Divorced,Low,Master's,1,Finance,Executive,Rejected,,6,No
0431,43,Prefer not to say,White,Heterosexual,Other,Married,Middle,Bachelor's,12,Manufacturing,Executive,Rejected,,7,Yes
0432,36,Female,Black,Heterosexual,Christian,Single,Low,Ph.D.,27,Finance,Entry-Level,Accepted,198360.0,7,No
0433,62,Prefer not to say,Native American,Heterosexual,Jewish,Widowed,High,Ph.D.,24,Healthcare,Mid-Level,Accepted,141351.0,10,Yes
0434,54,Prefer not to say,Other,Heterosexual,Other,Divorced,Middle,Master's,2,Tech,Executive,Rejected,,2,No
0435,62,Male,Black,LGBTQ+,Jewish,Single,High,High School,7,Education,Entry-Level,Rejected,,10,Yes
0436,39,Male,White,LGBTQ+,Non-religious,Widowed,High,Master's,26,Healthcare,Senior-Level,Rejected,,3,Yes
0437,62,Non-Binary,Mixed,LGBTQ+,Christian,Widowed,High,Bachelor's,36,Tech,Senior-Level,Accepted,105187.0,8,Yes
0438,26,Male,Other,LGBTQ+,Hindu,Married,High,Master's,17,Healthcare,Entry-Level,Accepted,188288.0,3,Yes
0439,60,Prefer not to say,Hispanic,Heterosexual,Hindu,Married,Middle,Bachelor's,33,Tech,Senior-Level,Accepted,68029.0,10,Yes
0440,49,Prefer not to say,Other,LGBTQ+,Muslim,Widowed,High,Bachelor's,13,Manufacturing,Senior-Level,Accepted,198364.0,5,Yes
0441,21,Female,White,LGBTQ+,Jewish,Divorced,Middle,Bachelor's,24,Retail,Executive,Rejected,,5,Yes
0442,51,Prefer not to say,Asian,LGBTQ+,Jewish,Widowed,High,Master's,33,Retail,Entry-Level,Accepted,169275.0,6,No
0443,57,Non-Binary,Hispanic,LGBTQ+,Hindu,Single,Middle,Ph.D.,29,Retail,Mid-Level,Accepted,166302.0,6,Yes
0444,38,Male,Mixed,Heterosexual,Christian,Single,Middle,High School,16,Tech,Executive,Rejected,,4,No
0445,34,Female,Asian,Heterosexual,Non-religious,Single,Low,Bachelor's,38,Retail,Entry-Level,Accepted,52645.0,10,Yes
0446,42,Female,Asian,Heterosexual,Hindu,Divorced,Middle,High School,20,Education,Senior-Level,Rejected,,6,No
0447,28,Male,Hispanic,Heterosexual,Jewish,Widowed,Middle,High School,8,Healthcare,Mid-Level,Rejected,,2,No
0448,30,Prefer not to say,Black,LGBTQ+,Christian,Married,High,Ph.D.,13,Manufacturing,Entry-Level,Rejected,,5,Yes
0449,20,Male,Asian,LGBTQ+,Jewish,Single,Middle,Bachelor's,40,Tech,Entry-Level,Rejected,,5,Yes
0450,62,Non-Binary,White,Heterosexual,Non-religious,Widowed,Middle,Ph.D.,25,Retail,Entry-Level,Accepted,30867.0,7,No
0451,25,Non-Binary,Hispanic,LGBTQ+,Jewish,Single,High,High School,11,Manufacturing,Senior-Level,Accepted,150491.0,5,Yes
0452,29,Male,White,Heterosexual,Hindu,Widowed,Low,Master's,31,Tech,Executive,Accepted,66685.0,1,Yes
0453,19,Female,White,LGBTQ+,Christian,Divorced,Middle,Ph.D.,1,Tech,Senior-Level,Accepted,118530.0,1,No
0454,25,Female,Other,LGBTQ+,Other,Married,High,Bachelor's,4,Tech,Mid-Level,Rejected,,1,No
0455,57,Male,Black,Heterosexual,Christian,Married,High,High School,9,Tech,Executive,Accepted,184938.0,2,Yes
0456,25,Prefer not to say,Native American,Heterosexual,Christian,Married,Middle,Master's,25,Healthcare,Entry-Level,Accepted,114302.0,4,Yes
0457,55,Female,Hispanic,Heterosexual,Christian,Divorced,Low,Ph.D.,10,Retail,Senior-Level,Accepted,144992.0,4,Yes
0458,26,Male,Other,LGBTQ+,Muslim,Single,Middle,High School,0,Tech,Mid-Level,Accepted,185642.0,5,No
0459,62,Prefer not to say,Mixed,Heterosexual,Muslim,Married,High,Master's,33,Education,Executive,Accepted,75756.0,10,Yes
0460,56,Female,Mixed,LGBTQ+,Non-religious,Single,High,Master's,22,Education,Entry-Level,Accepted,80306.0,2,Yes
0461,57,Non-Binary,Other,Heterosexual,Jewish,Married,Middle,High School,6,Tech,Mid-Level,Rejected,,8,Yes
0462,28,Male,Asian,LGBTQ+,Hindu,Married,Middle,Master's,21,Manufacturing,Executive,Accepted,57373.0,1,Yes
0463,28,Male,White,Heterosexual,Christian,Married,High,Ph.D.,37,Manufacturing,Senior-Level,Rejected,,4,No
0464,32,Male,Hispanic,Heterosexual,Christian,Married,High,Ph.D.,12,Education,Mid-Level,Accepted,153467.0,10,No
0465,21,Prefer not to say,Black,Heterosexual,Non-religious,Widowed,Low,Ph.D.,23,Finance,Executive,Accepted,195680.0,6,No
0466,30,Non-Binary,Black,Heterosexual,Other,Single,Middle,Bachelor's,7,Education,Executive,Rejected,,3,No
0467,32,Non-Binary,Native American,Heterosexual,Other,Married,High,Bachelor's,5,Education,Executive,Accepted,185079.0,8,No
0468,35,Male,Mixed,LGBTQ+,Other,Married,Low,Master's,27,Manufacturing,Mid-Level,Accepted,180392.0,1,No
0469,20,Male,White,Heterosexual,Jewish,Widowed,Middle,High School,14,Education,Mid-Level,Accepted,176404.0,1,No
0470,31,Female,Hispanic,LGBTQ+,Muslim,Single,Low,Ph.D.,19,Finance,Executive,Accepted,149233.0,8,Yes
0471,63,Prefer not to say,Black,LGBTQ+,Other,Widowed,High,High School,20,Tech,Executive,Rejected,,9,Yes
0472,36,Prefer not to say,Other,LGBTQ+,Other,Married,High,High School,19,Healthcare,Entry-Level,Rejected,,1,Yes
0473,42,Non-Binary,White,Heterosexual,Hindu,Divorced,Low,High School,17,Retail,Mid-Level,Accepted,117799.0,4,Yes
0474,59,Prefer not to say,Mixed,Heterosexual,Other,Married,Middle,Master's,17,Manufacturing,Executive,Rejected,,1,Yes
0475,41,Non-Binary,White,LGBTQ+,Non-religious,Single,Middle,Master's,28,Manufacturing,Senior-Level,Accepted,79375.0,8,Yes
0476,23,Prefer not to say,Black,LGBTQ+,Christian,Single,Low,Master's,7,Retail,Mid-Level,Rejected,,3,Yes
0477,51,Male,Hispanic,LGBTQ+,Other,Married,Middle,Master's,26,Education,Entry-Level,Rejected,,4,Yes
0478,19,Female,Other,LGBTQ+,Jewish,Divorced,High,Master's,31,Manufacturing,Executive,Rejected,,5,Yes
0479,37,Female,Other,LGBTQ+,Muslim,Widowed,Middle,Master's,3,Finance,Senior-Level,Rejected,,8,Yes
0480,57,Female,Mixed,LGBTQ+,Muslim,Married,High,Bachelor's,10,Finance,Entry-Level,Accepted,113001.0,10,Yes
0481,46,Non-Binary,Hispanic,Heterosexual,Muslim,Single,High,Master's,22,Finance,Senior-Level,Rejected,,9,Yes
0482,52,Non-Binary,Asian,Heterosexual,Jewish,Widowed,Low,Ph.D.,20,Finance,Entry-Level,Rejected,,5,No
0483,36,Female,Other,LGBTQ+,Hindu,Single,High,Ph.D.,2,Finance,Entry-Level,Rejected,,1,No
0484,57,Female,White,LGBTQ+,Christian,Divorced,Low,Bachelor's,37,Manufacturing,Mid-Level,Rejected,,4,Yes
0485,23,Prefer not to say,Mixed,Heterosexual,Non-religious,Widowed,Low,Ph.D.,20,Manufacturing,Entry-Level,Rejected,,7,Yes
0486,63,Prefer not to say,Hispanic,LGBTQ+,Hindu,Single,Middle,Master's,22,Healthcare,Executive,Accepted,86543.0,8,No
0487,46,Non-Binary,Black,LGBTQ+,Other,Widowed,Low,High School,4,Finance,Senior-Level,Rejected,,9,No
0488,22,Prefer not to say,Asian,Heterosexual,Jewish,Divorced,Middle,Bachelor's,35,Education,Mid-Level,Accepted,78760.0,7,No
0489,53,Prefer not to say,Asian,LGBTQ+,Non-religious,Divorced,Middle,Ph.D.,14,Tech,Entry-Level,Accepted,98859.0,5,No
0490,25,Non-Binary,White,Heterosexual,Jewish,Married,Low,High School,8,Education,Entry-Level,Rejected,,10,No
0491,54,Prefer not to say,Other,LGBTQ+,Other,Widowed,High,High School,11,Manufacturing,Entry-Level,Rejected,,3,Yes
0492,27,Non-Binary,White,Heterosexual,Hindu,Married,Low,Master's,23,Education,Senior-Level,Accepted,105984.0,5,Yes
0493,50,Female,Other,Heterosexual,Christian,Married,High,Master's,20,Retail,Senior-Level,Rejected,,6,Yes
0494,52,Non-Binary,Other,Heterosexual,Christian,Married,High,Master's,23,Education,Executive,Rejected,,3,Yes
0495,31,Female,Native American,Heterosexual,Muslim,Single,Middle,Ph.D.,4,Tech,Mid-Level,Accepted,155702.0,6,No
0496,62,Non-Binary,Black,LGBTQ+,Non-religious,Divorced,Low,Master's,1,Retail,Entry-Level,Accepted,63741.0,3,Yes
0497,37,Female,Black,Heterosexual,Christian,Widowed,High,High School,2,Tech,Executive,Rejected,,1,Yes
0498,24,Male,Other,Heterosexual,Jewish,Single,Middle,High School,2,Healthcare,Entry-Level,Accepted,62451.0,10,Yes
0499,55,Female,Black,LGBTQ+,Christian,Single,Low,Master's,37,Healthcare,Senior-Level,Accepted,161238.0,10,Yes
0500,50,Male,Asian,Heterosexual,Non-religious,Married,High,Bachelor's,18,Finance,Entry-Level,Accepted,86102.0,9,No
0501,41,Female,White,Heterosexual,Muslim,Divorced,Middle,Ph.D.,13,Manufacturing,Mid-Level,Rejected,,2,No
0502,25,Prefer not to say,Asian,Heterosexual,Jewish,Divorced,High,Master's,35,Retail,Entry-Level,Accepted,116013.0,8,Yes
0503,42,Non-Binary,White,LGBTQ+,Other,Widowed,Low,Ph.D.,18,Education,Mid-Level,Accepted,154695.0,6,Yes
0504,18,Prefer not to say,Mixed,Heterosexual,Jewish,Widowed,High,High School,3,Finance,Executive,Rejected,,10,Yes
0505,65,Female,Asian,LGBTQ+,Muslim,Divorced,Low,Ph.D.,7,Finance,Executive,Rejected,,5,No
0506,59,Prefer not to say,Hispanic,LGBTQ+,Other,Widowed,Middle,Master's,9,Education,Entry-Level,Accepted,95716.0,8,No
0507,32,Female,Asian,Heterosexual,Other,Single,Low,Ph.D.,1,Finance,Executive,Rejected,,3,No
0508,57,Male,Other,Heterosexual,Other,Widowed,Middle,Bachelor's,18,Retail,Executive,Rejected,,9,No
0509,52,Non-Binary,Other,Heterosexual,Christian,Widowed,Low,Ph.D.,28,Healthcare,Executive,Rejected,,8,Yes
0510,20,Female,Native American,LGBTQ+,Other,Married,Middle,Ph.D.,8,Healthcare,Executive,Rejected,,2,No
0511,60,Prefer not to say,White,Heterosexual,Non-religious,Single,Middle,Master's,31,Manufacturing,Executive,Rejected,,5,No
0512,21,Male,Native American,Heterosexual,Muslim,Divorced,Middle,High School,20,Healthcare,Executive,Accepted,142236.0,6,No
0513,44,Non-Binary,Asian,Heterosexual,Muslim,Married,High,Master's,37,Tech,Entry-Level,Rejected,,2,No
0514,28,Male,Native American,LGBTQ+,Christian,Widowed,High,Ph.D.,36,Manufacturing,Executive,Rejected,,1,No
0515,55,Male,Hispanic,LGBTQ+,Non-religious,Widowed,Middle,High School,15,Tech,Mid-Level,Rejected,,8,No
0516,28,Non-Binary,Hispanic,LGBTQ+,Muslim,Widowed,High,High School,17,Finance,Senior-Level,Rejected,,1,No
0517,54,Prefer not to say,Other,Heterosexual,Non-religious,Single,High,High School,18,Healthcare,Senior-Level,Accepted,178485.0,9,No
0518,45,Female,Hispanic,Heterosexual,Other,Divorced,High,Master's,27,Retail,Senior-Level,Accepted,138609.0,7,No
0519,57,Prefer not to say,Mixed,Heterosexual,Christian,Married,High,Ph.D.,13,Retail,Executive,Rejected,,9,No
0520,54,Male,Native American,Heterosexual,Hindu,Widowed,Low,Bachelor's,9,Retail,Senior-Level,Rejected,,7,No
0521,22,Female,Other,LGBTQ+,Hindu,Divorced,High,Bachelor's,16,Retail,Mid-Level,Rejected,,4,Yes
0522,27,Female,Asian,Heterosexual,Hindu,Widowed,Middle,Ph.D.,27,Retail,Entry-Level,Accepted,71774.0,5,Yes
0523,19,Non-Binary,Other,LGBTQ+,Other,Married,High,High School,15,Tech,Entry-Level,Accepted,112288.0,10,No
0524,22,Prefer not to say,Hispanic,Heterosexual,Jewish,Married,Low,High School,18,Retail,Entry-Level,Rejected,,8,Yes
0525,33,Male,Other,LGBTQ+,Hindu,Widowed,High,Bachelor's,27,Finance,Mid-Level,Accepted,75915.0,4,No
0526,46,Prefer not to say,Hispanic,Heterosexual,Jewish,Divorced,High,High School,10,Manufacturing,Executive,Rejected,,4,No
0527,27,Non-Binary,White,LGBTQ+,Hindu,Single,High,High School,1,Retail,Mid-Level,Rejected,,9,No
0528,37,Non-Binary,Other,Heterosexual,Non-religious,Married,Middle,Ph.D.,0,Education,Senior-Level,Rejected,,2,Yes
0529,37,Female,Other,Heterosexual,Jewish,Divorced,High,Ph.D.,2,Healthcare,Entry-Level,Rejected,,8,No
0530,39,Prefer not to say,Other,Heterosexual,Muslim,Divorced,High,High School,11,Education,Senior-Level,Rejected,,1,Yes
0531,59,Female,Mixed,LGBTQ+,Other,Married,Low,Ph.D.,12,Retail,Senior-Level,Rejected,,10,Yes
0532,25,Female,Black,Heterosexual,Non-religious,Widowed,Middle,Ph.D.,30,Retail,Mid-Level,Rejected,,3,No
0533,36,Female,Asian,LGBTQ+,Hindu,Married,Middle,Ph.D.,36,Finance,Entry-Level,Accepted,176415.0,10,Yes
0534,23,Prefer not to say,Black,LGBTQ+,Other,Married,Low,Ph.D.,39,Education,Senior-Level,Accepted,53346.0,6,Yes
0535,54,Male,Asian,LGBTQ+,Jewish,Widowed,Low,Bachelor's,13,Finance,Senior-Level,Rejected,,8,No
0536,26,Prefer not to say,Other,Heterosexual,Non-religious,Married,Middle,Bachelor's,26,Finance,Executive,Accepted,37542.0,5,No
0537,33,Prefer not to say,Black,LGBTQ+,Non-religious,Widowed,Low,High School,15,Finance,Senior-Level,Rejected,,4,No
0538,63,Prefer not to say,Mixed,LGBTQ+,Christian,Single,High,High School,1,Healthcare,Mid-Level,Rejected,,6,Yes
0539,18,Non-Binary,Native American,LGBTQ+,Hindu,Widowed,High,Master's,8,Manufacturing,Entry-Level,Accepted,98233.0,3,No
0540,39,Prefer not to say,Black,Heterosexual,Hindu,Widowed,Low,Master's,7,Healthcare,Entry-Level,Accepted,160865.0,5,No
0541,45,Non-Binary,Hispanic,LGBTQ+,Non-religious,Divorced,Middle,Bachelor's,20,Retail,Executive,Accepted,175666.0,8,Yes
0542,30,Female,Asian,Heterosexual,Muslim,Single,Middle,Master's,10,Retail,Executive,Rejected,,2,No
0543,20,Prefer not to say,Hispanic,LGBTQ+,Jewish,Widowed,Low,Bachelor's,7,Healthcare,Entry-Level,Accepted,104479.0,3,Yes
0544,65,Non-Binary,Native American,Heterosexual,Non-religious,Single,High,Bachelor's,26,Tech,Mid-Level,Rejected,,2,No
0545,19,Non-Binary,Mixed,Heterosexual,Jewish,Divorced,High,High School,10,Finance,Entry-Level,Accepted,150647.0,8,No
0546,58,Non-Binary,Native American,Heterosexual,Hindu,Single,High,Ph.D.,20,Retail,Mid-Level,Accepted,42761.0,5,No
0547,21,Male,Native American,LGBTQ+,Christian,Widowed,Middle,Bachelor's,15,Education,Entry-Level,Accepted,84584.0,3,No
0548,43,Non-Binary,Mixed,Heterosexual,Christian,Divorced,Middle,Ph.D.,19,Retail,Mid-Level,Rejected,,2,No
0549,50,Female,White,LGBTQ+,Jewish,Widowed,Middle,Ph.D.,5,Education,Senior-Level,Accepted,143798.0,7,Yes
0550,20,Non-Binary,White,Heterosexual,Other,Married,Middle,High School,9,Education,Executive,Accepted,155202.0,5,Yes
0551,26,Non-Binary,Other,Heterosexual,Non-religious,Widowed,Middle,High School,17,Tech,Entry-Level,Accepted,163864.0,7,No
0552,24,Prefer not to say,Mixed,LGBTQ+,Hindu,Divorced,High,High School,16,Tech,Entry-Level,Rejected,,3,Yes
0553,43,Male,Asian,LGBTQ+,Other,Divorced,Middle,Ph.D.,28,Manufacturing,Senior-Level,Rejected,,3,Yes
0554,29,Male,Mixed,LGBTQ+,Other,Single,Middle,High School,0,Education,Entry-Level,Accepted,75019.0,8,No
0555,62,Prefer not to say,Other,LGBTQ+,Hindu,Divorced,High,Ph.D.,19,Tech,Mid-Level,Accepted,33637.0,4,Yes
0556,19,Female,Other,Heterosexual,Muslim,Widowed,High,Bachelor's,15,Education,Mid-Level,Accepted,108883.0,8,Yes
0557,48,Prefer not to say,Asian,Heterosexual,Muslim,Married,High,Ph.D.,31,Education,Entry-Level,Rejected,,10,Yes
0558,30,Non-Binary,Native American,LGBTQ+,Christian,Divorced,Low,High School,20,Retail,Executive,Rejected,,8,No
0559,20,Prefer not to say,White,LGBTQ+,Non-religious,Widowed,Low,High School,16,Tech,Executive,Rejected,,9,Yes
0560,35,Prefer not to say,White,Heterosexual,Jewish,Divorced,Middle,Ph.D.,1,Finance,Senior-Level,Accepted,153008.0,6,No
0561,32,Female,Native American,LGBTQ+,Non-religious,Widowed,Low,Master's,24,Education,Senior-Level,Rejected,,3,Yes
0562,36,Male,Mixed,LGBTQ+,Muslim,Married,Low,Bachelor's,38,Education,Entry-Level,Rejected,,8,No
0563,33,Female,Native American,Heterosexual,Christian,Divorced,Middle,Master's,10,Finance,Entry-Level,Accepted,118535.0,7,Yes
0564,57,Female,Asian,Heterosexual,Jewish,Divorced,Middle,Master's,2,Manufacturing,Senior-Level,Accepted,165105.0,10,Yes
0565,63,Male,White,LGBTQ+,Christian,Single,High,High School,17,Tech,Entry-Level,Accepted,195131.0,2,Yes
0566,41,Female,Mixed,LGBTQ+,Other,Widowed,High,Ph.D.,6,Finance,Senior-Level,Rejected,,3,Yes
0567,30,Prefer not to say,White,Heterosexual,Muslim,Widowed,Middle,Master's,32,Finance,Entry-Level,Rejected,,6,No
0568,41,Female,Black,LGBTQ+,Muslim,Married,Middle,Ph.D.,26,Education,Senior-Level,Accepted,146019.0,3,Yes
0569,63,Male,Asian,LGBTQ+,Hindu,Widowed,Low,Ph.D.,3,Education,Entry-Level,Accepted,180616.0,1,No
0570,44,Prefer not to say,Mixed,LGBTQ+,Other,Divorced,Middle,High School,8,Manufacturing,Mid-Level,Rejected,,8,Yes
0571,52,Prefer not to say,Mixed,LGBTQ+,Other,Widowed,Low,Master's,5,Tech,Senior-Level,Rejected,,3,No
0572,31,Male,Native American,LGBTQ+,Non-religious,Divorced,High,Bachelor's,1,Tech,Senior-Level,Accepted,109676.0,7,Yes
0573,64,Male,Other,LGBTQ+,Hindu,Divorced,Low,High School,20,Tech,Executive,Rejected,,10,Yes
0574,47,Non-Binary,Black,Heterosexual,Hindu,Divorced,Middle,Bachelor's,24,Manufacturing,Mid-Level,Accepted,115943.0,9,Yes
0575,41,Prefer not to say,Asian,Heterosexual,Other,Widowed,Middle,High School,2,Tech,Executive,Accepted,154846.0,4,No
0576,22,Non-Binary,Mixed,LGBTQ+,Non-religious,Widowed,Middle,Ph.D.,40,Education,Executive,Rejected,,7,Yes
0577,27,Female,White,LGBTQ+,Muslim,Single,High,Bachelor's,29,Education,Entry-Level,Accepted,176545.0,6,Yes
0578,56,Prefer not to say,Asian,Heterosexual,Hindu,Divorced,Low,Bachelor's,7,Healthcare,Senior-Level,Rejected,,5,No
0579,49,Male,Other,Heterosexual,Muslim,Widowed,Low,Master's,18,Finance,Mid-Level,Rejected,,1,Yes
0580,53,Non-Binary,Asian,Heterosexual,Jewish,Widowed,High,Master's,36,Education,Senior-Level,Rejected,,8,Yes
0581,26,Prefer not to say,Other,LGBTQ+,Other,Widowed,Low,Master's,5,Manufacturing,Executive,Rejected,,4,No
0582,39,Male,Mixed,LGBTQ+,Other,Divorced,High,High School,5,Retail,Entry-Level,Rejected,,9,Yes
0583,59,Male,Black,Heterosexual,Non-religious,Married,Middle,High School,3,Retail,Mid-Level,Accepted,102079.0,4,Yes
0584,63,Prefer not to say,Asian,LGBTQ+,Jewish,Single,Middle,High School,10,Education,Mid-Level,Rejected,,1,No
0585,42,Non-Binary,Asian,Heterosexual,Christian,Married,Middle,Bachelor's,11,Healthcare,Entry-Level,Accepted,110424.0,7,Yes
0586,21,Non-Binary,Black,Heterosexual,Other,Single,Middle,Ph.D.,6,Healthcare,Mid-Level,Rejected,,6,No
0587,42,Male,Asian,Heterosexual,Muslim,Married,Middle,Ph.D.,7,Healthcare,Entry-Level,Rejected,,8,No
0588,22,Prefer not to say,Asian,LGBTQ+,Other,Married,Low,Master's,35,Manufacturing,Entry-Level,Accepted,175413.0,3,No
0589,54,Prefer not to say,White,Heterosexual,Other,Married,Low,Master's,34,Finance,Mid-Level,Rejected,,9,No
0590,20,Male,Other,LGBTQ+,Non-religious,Divorced,High,Bachelor's,0,Tech,Executive,Rejected,,10,No
0591,61,Prefer not to say,Hispanic,Heterosexual,Non-religious,Divorced,Low,Bachelor's,34,Manufacturing,Entry-Level,Rejected,,2,No
0592,62,Male,Other,Heterosexual,Other,Divorced,Middle,Bachelor's,39,Manufacturing,Senior-Level,Rejected,,5,No
0593,35,Female,Mixed,LGBTQ+,Hindu,Married,Middle,Master's,1,Retail,Mid-Level,Accepted,189589.0,8,Yes
0594,18,Female,White,LGBTQ+,Jewish,Single,High,High School,17,Tech,Executive,Accepted,122535.0,7,No
0595,42,Female,Other,Heterosexual,Christian,Widowed,Middle,Bachelor's,28,Tech,Mid-Level,Accepted,103697.0,6,Yes
0596,23,Non-Binary,Other,Heterosexual,Muslim,Widowed,Middle,High School,8,Education,Mid-Level,Accepted,81402.0,7,Yes
0597,35,Prefer not to say,Black,Heterosexual,Other,Married,Low,Bachelor's,4,Finance,Senior-Level,Accepted,167122.0,5,Yes
0598,61,Male,Mixed,LGBTQ+,Other,Widowed,Low,Ph.D.,3,Healthcare,Executive,Rejected,,5,Yes
0599,61,Prefer not to say,White,LGBTQ+,Non-religious,Single,High,Bachelor's,3,Healthcare,Executive,Rejected,,6,Yes
0600,43,Female,Hispanic,Heterosexual,Non-religious,Single,High,Bachelor's,27,Tech,Mid-Level,Accepted,73117.0,6,No
0601,22,Male,Asian,LGBTQ+,Jewish,Single,High,Master's,16,Finance,Entry-Level,Rejected,,4,No
0602,21,Non-Binary,Native American,Heterosexual,Christian,Widowed,Low,Ph.D.,37,Tech,Entry-Level,Accepted,38740.0,7,No
0603,62,Male,Other,Heterosexual,Christian,Widowed,Low,Master's,39,Retail,Executive,Accepted,56693.0,1,Yes
0604,36,Prefer not to say,White,Heterosexual,Non-religious,Widowed,Low,High School,14,Education,Executive,Rejected,,10,Yes
0605,39,Male,White,LGBTQ+,Non-religious,Married,Low,High School,0,Manufacturing,Entry-Level,Accepted,180264.0,3,No
0606,40,Prefer not to say,White,LGBTQ+,Muslim,Married,Low,High School,1,Finance,Senior-Level,Rejected,,9,No
0607,37,Female,Black,LGBTQ+,Hindu,Divorced,Middle,Master's,0,Manufacturing,Mid-Level,Accepted,92229.0,9,Yes
0608,45,Non-Binary,Black,Heterosexual,Other,Married,Low,Master's,12,Retail,Executive,Rejected,,10,No
0609,55,Non-Binary,Native American,LGBTQ+,Jewish,Divorced,Low,High School,14,Tech,Executive,Accepted,30969.0,4,Yes
0610,47,Female,Black,LGBTQ+,Other,Divorced,High,Ph.D.,13,Education,Mid-Level,Accepted,125110.0,1,Yes
0611,40,Male,Native American,Heterosexual,Muslim,Divorced,Middle,Bachelor's,40,Manufacturing,Senior-Level,Accepted,37781.0,4,Yes
0612,36,Female,Black,LGBTQ+,Other,Married,Middle,Bachelor's,11,Finance,Entry-Level,Accepted,98626.0,2,Yes
0613,61,Female,White,Heterosexual,Hindu,Married,Middle,Ph.D.,15,Healthcare,Senior-Level,Accepted,168130.0,10,No
0614,63,Male,Asian,Heterosexual,Muslim,Married,Low,Ph.D.,23,Healthcare,Executive,Accepted,42109.0,10,Yes
0615,52,Non-Binary,Other,Heterosexual,Hindu,Married,Low,Master's,8,Manufacturing,Executive,Accepted,51340.0,8,Yes
0616,28,Prefer not to say,Other,LGBTQ+,Jewish,Widowed,Low,Master's,23,Manufacturing,Executive,Rejected,,8,No
0617,55,Prefer not to say,Mixed,Heterosexual,Muslim,Married,Low,Ph.D.,15,Education,Mid-Level,Rejected,,7,No
0618,54,Female,Other,LGBTQ+,Hindu,Single,Low,High School,9,Education,Senior-Level,Accepted,183082.0,1,No
0619,50,Non-Binary,White,LGBTQ+,Jewish,Widowed,Middle,Master's,31,Healthcare,Senior-Level,Rejected,,1,Yes
0620,46,Female,Hispanic,Heterosexual,Hindu,Single,Middle,High School,8,Finance,Entry-Level,Accepted,48703.0,6,Yes
0621,52,Female,Hispanic,Heterosexual,Other,Divorced,Middle,Master's,17,Finance,Mid-Level,Rejected,,1,No
0622,36,Non-Binary,Other,LGBTQ+,Jewish,Single,Middle,Bachelor's,25,Finance,Mid-Level,Accepted,154371.0,4,No
0623,64,Prefer not to say,Hispanic,Heterosexual,Hindu,Married,Middle,Ph.D.,13,Education,Executive,Accepted,128225.0,3,Yes
0624,37,Male,White,LGBTQ+,Hindu,Married,Middle,Ph.D.,25,Retail,Senior-Level,Rejected,,10,Yes
0625,54,Male,Black,Heterosexual,Hindu,Widowed,Middle,Bachelor's,25,Tech,Executive,Accepted,154460.0,2,No
0626,54,Prefer not to say,Mixed,LGBTQ+,Christian,Married,Low,Bachelor's,2,Retail,Executive,Accepted,78940.0,4,Yes
0627,42,Non-Binary,Black,Heterosexual,Hindu,Single,Middle,High School,11,Manufacturing,Entry-Level,Accepted,115661.0,7,No
0628,28,Male,Black,LGBTQ+,Jewish,Single,Middle,Bachelor's,8,Finance,Senior-Level,Rejected,,8,Yes
0629,56,Non-Binary,Native American,Heterosexual,Non-religious,Widowed,Middle,Bachelor's,0,Finance,Executive,Accepted,134657.0,10,Yes
0630,51,Non-Binary,Native American,LGBTQ+,Jewish,Widowed,High,High School,2,Healthcare,Executive,Rejected,,5,No
0631,57,Female,White,Heterosexual,Muslim,Widowed,Middle,Ph.D.,11,Retail,Entry-Level,Rejected,,1,Yes
0632,28,Non-Binary,Mixed,LGBTQ+,Other,Single,High,Bachelor's,31,Education,Entry-Level,Rejected,,2,Yes
0633,50,Non-Binary,White,LGBTQ+,Muslim,Divorced,Low,High School,14,Tech,Entry-Level,Rejected,,7,No
0634,65,Prefer not to say,Other,Heterosexual,Jewish,Single,Low,Master's,7,Retail,Mid-Level,Rejected,,8,No
0635,47,Male,Asian,Heterosexual,Other,Widowed,Low,Ph.D.,17,Finance,Mid-Level,Accepted,189118.0,2,Yes
0636,36,Male,Native American,LGBTQ+,Muslim,Single,High,High School,8,Finance,Executive,Rejected,,3,Yes
0637,63,Male,Mixed,Heterosexual,Jewish,Single,High,High School,12,Retail,Senior-Level,Rejected,,1,Yes
0638,21,Prefer not to say,Other,Heterosexual,Muslim,Divorced,Low,Bachelor's,5,Tech,Executive,Accepted,33816.0,6,Yes
0639,61,Male,Black,Heterosexual,Other,Married,High,Bachelor's,2,Education,Entry-Level,Rejected,,6,Yes
0640,57,Female,Native American,LGBTQ+,Jewish,Single,Low,Bachelor's,6,Healthcare,Senior-Level,Accepted,33930.0,7,No
0641,18,Prefer not to say,Black,LGBTQ+,Muslim,Single,High,Master's,39,Healthcare,Entry-Level,Accepted,87294.0,7,No
0642,56,Prefer not to say,Asian,Heterosexual,Hindu,Single,High,Master's,40,Retail,Executive,Accepted,117044.0,3,No
0643,60,Prefer not to say,Asian,LGBTQ+,Christian,Widowed,Middle,Bachelor's,32,Manufacturing,Entry-Level,Accepted,35560.0,10,Yes
